"pca_id","pca_description","product_family","business_unit","technology_group"
"73-3076-01","PCA,SUB,PA-POS,SM","","",""
"73-3056-0152","PCA, SUB, DC-4-155B-8","","",""
"73-3086-0151","PCA,SUB,R5KPDC","","",""
"73-3083-01","PCA,CONSTELLATION,NMP EXT CARD","","",""
"73-3086-0153","PCA,SUB,R5KPDC","","",""
"73-3086-0152","PCA,SUB,R5KPDC","","",""
"73-3130-03","^PCA,SUB,8PORT EPAM,64K MEM, RJ45, JAGUAR","8510","CORBU","CTG"
"73-3101-0153","PCA,SUB,8 PORT EPAM, FIBER, JAGUAR","","",""
"73-3131-02","^PCA,SUB,8PORT EPAM,16K MEM RJ45,JAGUAR","8510","CORBU","CTG"
"73-2899-02","PCA,SUB,MILAN,SWORDFISH,48 PORT 10/100 CARD","","",""
"73-2915-06","PCA,SUB,MILAN,SMC CPU","","",""
"73-2927-02","PCA,SUB,PWR ENTRY MOD BASIS","","",""
"73-2931-02","PCA,SUB,MILAN,EARL CARD","","",""
"73-3011-01","ASY,MECH,jupiter backplane","","",""
"73-3016-01","PCA,SUB,SU REF DES,CR","","",""
"73-3016-02","PCA,SUB,SU REF DES,CR","","",""
"73-3022-0151","PCA,SUB,VISM-DGTR-549","","",""
"73-3027-03","PCA,SUB,IMATM-8E1","","",""
"73-3025-01","^PCA,SUB,BLADE2,9 PORT,GIG ETH","","",""
"73-3028-01","PCA,SUB,VOICE FILTER MODULE","","",""
"73-3030-01","PCA,SUB CPE CAPPIM w/o POTS","","",""
"73-3046-03","PCA,PCBFAB,CONSTELLATION,BACKPLANE,9 SLOT","","",""
"73-3062-01","PCA,SUB,SUBCONT PCB OC48 OPTICS","","",""
"73-100627-01","PCA,NIC,TEST CARD, SD","","",""
"73-15894-02","PCA,MBRD, ARBELOS-24P CSR, PB-FREE","","",""
"73-15703-01","PCA,OTHER,Harper Lake,Extender,Stretch/Limo","","",""
"73-12237-02","PCA,DBRD,PCA,SUB,SFC40_DP/BITS,12410,Pb-Free","","",""
"73-8628-01","PCA,SPA Hottub Card","","",""
"73-14570-02","PCA,DBRD,Pacifica Extension Eval Board","","",""
"73-8788-03","PCA,MBRD,U-EIA B SIDE, 15454","15454","CORBU","CTG"
"73-6349-01","PCA,Stonehenge DC","","",""
"73-6347-01","PCA,SUB,GINSU,3DSP_ONLY","","",""
"73-7000-01","PCA, VARIABLE ATTENUATOR DESIGN","","",""
"73-6990-0152","PCA,NSC-2K,MAIN","","",""
"73-7012-02","PCA,HUDSON,FPGA,TEST BOARD","","",""
"73-7002-01","PCA, NI3 OSP, CPU, 6260","","",""
"73-6992-0151","PCA,15327 OC48-LR","15327","CORBU","CTG"
"73-6986-01","PCA,Mirach 12-10/100","","",""
"73-6339-01","PCA, 15454-SDH Fan Tray Protect","","",""
"73-6980-01","PCA,CLK-CDC ADPATER BRD,MNET GP10","","",""
"73-6183-01","PCA,Windstar Chassis Half load board","","",""
"73-6336-01","PCA,CARTE CONTROLE EQUIPEE TUE PROT","","",""
"73-6034-03","PCA,C6K,OSM-4CHOC12/T3-SI(CERBERUS)","","",""
"73-6101-02","PCA,VITO,CPU,CARD","","",""
"73-5946-0151","PCA, CSM-3","","",""
"73-5946-02","PCA, CSM-3","","",""
"73-5830-02","PCA,CVPN4020 Motherboard,MarcAntony","VPN4000","STBU","STG"
"73-5860-03","PCA, MALLOMAR HW MODULE","CSS","ECBU","CTG"
"73-5731-02","PCA,CVA122,BLUE HAWAIIAN,CAR","","",""
"73-5866-02","PCA, MILANO PLATFORM BACKPLANE (CS-1000)","CSS","ECBU","CTG"
"73-5711-03","PCA, Encryption Accelerator","","",""
"73-2594-01E1","PCA,SUB,2502FR,TR,0M","","",""
"73-9712-01","PCA, 15454E-HD FMEC TEST CARD","","",""
"73-18297-01","PCA,FABRIC CARD BLANK,STRUCTURAL,LINKWOOD","","",""
"73-1802-04E1","PCA,SUB,PA-100VG W/CAM","","",""
"73-9578-01","PCA,DBRD15454,LINE CARD,CRISTALLO","","",""
"73-8582-02","PCA,TEST SFP,15454","","",""
"73-10621-01","PCA,WOLVERINE-2.4 RF TEST BOARD","","",""
"73-13987-01","PCA,NIC,SANTA ROSA, BROADCOM 57712 MLOM","","",""
"73-13961-04","PCA,OTHER,BOURBON CONN BOARD","","",""
"73-9598-01","PCA,SUB,PXM-HD","","",""
"73-13458-01","PCA,OTHER,PEPE SFI+ TO EDGE TEST MODULE","","",""
"73-2751-01E1","PCA,SUB,Port Adapter:2-Port HSSI","","",""
"73-13886-01","PCA,OTHER,10G CMNR Test Jig","","",""
"73-2618-01E1","PCA,SUB,2FE-TX","","",""
"73-16513-01","PCA,OTHER,ATHENA, BREAKOUT FIXTURE","","",""
"73-16515-01","PCA,OTHER,TIGH, CALIBRATION REFERENCE BOARD","","",""
"73-16279-02","PCA,MBRD,14LOSP,N3K,QUICKIRON-2CR","N3000","INSBU","INSTG"
"73-8815-01","PCA, MGX-SMB-8-E3","","",""
"73-16512-01","PCA,OTHER,APOLLO, CALIBRATION REFERENCE BOARD","","",""
"73-15071-04","PCA,MBRD,MR. INCREDIBLES-24U-CR with YETI-3,PB-FREE","","",""
"73-2146-08","PCA,DBRD,MBUSwF","GSR","ERBU","CTG"
"73-9009-01","PCA,BKPLN,BACKPLANE,NG3XX-MA","15310","CORBU","CTG"
"73-101252-01","PCBA,Modelo 4 Gen2, TMGBU","","",""
"73-16096-01","PCA,MBRD,N3K,QUICKTITANIUM","","",""
"73-5683-03","PCA,SUB,C6K,OSM-8CHOC12/T3-SI(CERBERUS)","","",""
"73-5678-02","PCA,TEXAS GBIC","DSBUOTH","UABU","ENGTG"
"73-4959-04","PCA,CYGNUS11,SUPERVISOR CARD,CONSTELLATION","","",""
"73-4914-03","PCA, SUB, WR15900, 34X34 MATRIX","","",""
"73-6916-01","PCA, BUS Powermodul f. AWM, 93092-555 00","","",""
"73-6398-02","PCA,15454 HD OC3","15454","CORBU","CTG"
"73-6178-01","PCA,Sulu_FXO expansion","IAD240","SRGBU","ENGTG"
"73-5938-02","PCA,7300-12T3/6T3,MOTHERBRD,(ARRAKIS)","7304","SRGBU","ENGTG"
"73-4912-03","PCA, SUB, WR15900, ENET MEMBER BLADE","","",""
"73-4736-01E2","PCA,SUB,RJ48-8E1","","",""
"73-4988-08","PCA,15454 DS3E1:N","","",""
"73-9247-02","PCB,CONSTELLATION,LEPUS-8PORT","C6000","EBBU","ENGTG"
"73-9067-01","PCA,SUB, PXM45/B","","",""
"73-9344-01","PCA,CAT4K,JAWS,48P 10/100/100 STKBLE","C4KFXD","EBBU","ENGTG"
"73-9321-03","PCA, Shamu, VIC2-2MFT-T1/E1","","",""
"73-8659-01","PCA,MeRC,FILLER,DB,15600","","",""
"73-8658-01","PCA,MeRC,GE,DB,15600","","",""
"73-8985-01","Stout BaseBoard, NSE-200","","",""
"73-8980-02","PCA,MBRD, ONS15530 New Yonker","15530","CORBU","CTG"
"73-8187-01","PCA,OSCM DIGITAL MIRA","","",""
"73-8059-01","PCA,AXSM-2-2488CH-XG","","",""
"73-8493-02","PCA,EXTERNAL AUDIO CONNECTOR BRD","","",""
"73-8266-06","PCA,OC48ELR TXPD-2.5G,15454","15454W","CORBU","CTG"
"73-7918-01","PCA,CONST2,CHEVYS_LC SYBYTE 1125","","",""
"73-7860-0151","PCA, GE-8-SFP","","",""
"73-8294-05","PCA,VEGAS,EXCALIBUR,BOULDER 2SLOT BKPLN","","",""
"73-8046-04","PCA,Frodo24T","","",""
"73-7708-01","PCA,SUNFLOWER,C826 ADSLoISDN Data only","800TRAD","SRGBU","ENGTG"
"73-7709-01","PCA,SUNFLOWER,SOHO76 ADSLoISDN Data","","",""
"73-7723-02","PCA,GALAXY2,VEO2 (IEEE),48-10/100 RJ45","","",""
"73-7850-03","PCA,OSPREY,MeRPHY TEST BOARD","","",""
"73-7531-01","PCA,SUB,LC-OC48-POS/SRP-LR-SC,GSR","","",""
"73-7544-02","PCA,SUB,C6K,1TMC,CWANBASE2.0","7600","ERBU","CTG"
"73-7547-01","PCA,SUB,S2-CNT,SFR,HFR","CRS","CORBU","CTG"
"73-7566-03","PCA,CONST2,NIKE,EARL7  COMPLEX DB","","",""
"73-7446-04","PCA, C4K VOICE, JOBIM II BASE","","",""
"73-7475-01","PCA,C6K,OSM-12CHT3 (PROTON)","7600","ERBU","CTG"
"73-7476-01","PCA,C6K,OSM-6CHT3 (PROTON)","","",""
"73-7530-01","PCA,SUB,LC-OC48-POS/SRP-SR-SC,GSR","","",""
"73-6988-02","PCA, Jabaluka","7200","SRGBU","ENGTG"
"73-7058-06","PCA,Frodo24TX","C3750","UABU","ENGTG"
"73-7291-01","PCA,VIC,4FXO,M2","LEGCYI","UCEBU","UCTG"
"73-7421-01","PCA,Taz redundant 48VDC power supply (Low cost)","","",""
"73-5489-07","PCA, 15454-SDH,FMEC-CRAFT-POWER","15454E","CORBU","CTG"
"73-9745-02","PCA, 15454/E 1-PORT OC192AS(10G) CARD","","",""
"73-9955-02","PCA,KODIAK AP RADIO,CARDBUS,802.11a,THD,DUBBO-1C","AIR120A","WNBU","ENGTG"
"73-9541-02","PCA, 15454 2-PORT OC192AS(20G) CARD","","",""
"73-9573-01","PCA,CONST2,GANGES_XL","","",""
"73-9386-01","PCA,HS123T_STAR,LCR,HFR","","",""
"73-9514-01","PCA,DB_LOBOS_FASTTRACK","","",""
"73-15127-01","PCA,MBRD,SALINON-24","C3650","UABU","ENGTG"
"73-15130-01","PCA,MBRD,SALINON-48","C3650","UABU","ENGTG"
"73-4029-01","PCA,SUB,GALAXY,IMPACT,GBIC PLUG-IN MODULE","","",""
"73-3040-01","PCA,PAM,FUNI,E1,I/O,RHINO","","",""
"73-4591-02","PCA,VITO_CPU_CARD","L3FIXED","EBBU","ENGTG"
"73-16747-02","PCA,DBRD,CRESCENT CITY,TPM,DB","EMBUNAM","ECMBU","NMTG"
"73-13439-02","PCA,DBRD,GEM-FE,XE-8/FC-8,N5K","N5000","DCSABU","SAVTG"
"73-13277-01","PCA,MBRD,LA C250 M2 Westmere","","",""
"73-13278-01","PCA,BKPLN,AEP,(Tom),15454","","",""
"73-13239-02","PCA,DBRD,GEM-XE,XEON,N5K","N5000","DCSABU","SAVTG"
"73-13248-02","PCA,MBRD,N7K, AUTODROMO-40,6PT 40GE LC","N7000","ECBU","CTG"
"73-13037-01","PCA,DBRD,CAT4K,TITAN,POE DC,PB-FREE","","",""
"73-13225-03","PCA,MBRD,DC PWR INTF BD,CRS-16,PWR SHELF,PF,ARCTIC II,HFR","CRS","CORBU","CTG"
"73-12978-01","PCA,NIC,PCA,OTHER,HWIC-1DSU-T1, Pb-Free","WANLAN","SRGBU","ENGTG"
"73-13036-01","PCA,DBRD,CAT4K,BRADMAN,POE DC,PB-FREE","","",""
"73-12977-01","PCA,NIC,PCA,EL,GUIDO VIC2-2FXO, Pb-Free","ICV","SRGBU","ENGTG"
"73-12081-03","PCA,DBRD,IEEE INLINE POWER PLUS,ALAFIA ,CONST+","C6000","EBBU","ENGTG"
"73-16275-05","PCA,OTHER,HDD Module, Colusa","","",""
"73-4009464-01","PCA,ASSY, MOUNT PCB 93240.10X38","RF38","CABU","SPVTG"
"73-4066070-01","PCA,REV EQ 55 MHz 2 dB","RF38","CABU","SPVTG"
"73-2972-04","PCA,PAM FUNI DS3,I/O,RHINO","","",""
"73-14351-02","PCA,OTHER,PWR,PMBUS LOGIC,LC,PANINI","","",""
"73-10755-01","PCA,OTHER, BC2 HCA","SFS","DCSABU","SAVTG"
"73-4009616-01","PCA,ASSY, 93146.10625","RF38","CABU","SPVTG"
"73-10823-03","PCA,MBRD,LC INTERFACE TEST CARD","","",""
"73-16553-01","PCA,NIC,1x100G EPA,Cyclops","","",""
"73-13294-02","PCA,MBRD,20-PORT I/O,SUPER AGURI,ASA5585-NM-20-1GE,PB-FREE","ASAHIGH","NGFWBU","STG"
"73-8821-01","PCA,CAT4K,Palm-Beach,24QAM LN Card","","",""
"73-17624-01","PCA,MBRD,MAYWOOD-FEX","","",""
"73-16522-03","PCA,MBRD,TOR, LILLE HAMMER","UCSB","SAVBU","SAVTG"
"73-15410-01","PCA,MBRD,100G-CK,NCS2K,15454","15454W","CORBU","CTG"
"73-17723-02","PCA- Crescent City 2.0 TPM, DB","","",""
"73-18015-02","PCA,DBRD,HYPERLITE,ALARM BRD,PB-FREE","","",""
"73-744110-01","PCA,FORWARD REDUND MODULE,GMN PWB","ON38","CABU","SPVTG"
"73-15863-01","PCA,MDPLN,Apex,Balestra-06,MTP,MidPlane,FC","","",""
"73-16081-02","PCA,MBRD,MEGATRON V2, FAN CONTROL BOARD, 134mm FAN, VIKING","ASR9000","ERBU","CTG"
"73-16551-01","PCA,DBRD,24 x SFP+,  CORBU","","",""
"73-4014289-01","PCA,GS7000 RCM,4X4,INJ,TX 1-4,PCB","ON38","CABU","SPVTG"
"73-4017687-01","PCA,REV EQ JUMPER,0dB,MOD COVER","ON38","CABU","SPVTG"
"73-4028397-01","PCA,1GHz 4-PORT 2/6 THRU DC8","ON38","CABU","SPVTG"
"73-4007483-01","PCA,1GHz HPF/TRIM LE 65/86 V","RF38","CABU","SPVTG"
"73-4007467-01","PCA,1GHz HPF/TRIM UBT 42/54,PWB","RF38","CABU","SPVTG"
"73-4066164-01","PCA,PCB,REV EQ 40/42MHZ 2DB","RF38","CABU","SPVTG"
"73-7391-03","PCA,SUB,ONS15600,TSC","15600","CORBU","CTG"
"73-14875-01","PCA,MBRD,HOME BASE CARTRIDGE 1","","",""
"73-14700-01","PCA,DBRD, 20x10G L3 SFP+ LC, M16,  SCAPA","","",""
"73-3180-01","PCA,SIBU MFG TEST,BACKBOARD","","",""
"73-1344-01","PCA,SUB,8P SM FDDI CARD,1400","C1400","EBBU","ENGTG"
"73-7359-01","PCA,ASY,RJ48-16-E1-Y-LM","","",""
"73-13112-02","PCA,MBRD,Invictus's switching mic","CTSIMS","CVEBU","CVTG"
"73-8625-01","PCA,SUB,EPA-GE/FE-BBRD,GSR","","",""
"73-14081-01","PCA,F-SC/GE,LOAD CARD,PANINI","","",""
"73-4804-01","PCA,CONSTELLATION CRUX128","C6000","EBBU","ENGTG"
"73-9442-01","TELECASTER, EXP-2, TICR","","",""
"73-9518-01","PCA,MBRD,MCP Jacket Load Card","","",""
"73-8937-01","PCA,OTHER SIMPSONS","","",""
"73-100783-01","PCA,DOGMATIX ENHANCED SFP28 PASSIVE LB TEST MODULE","","",""
"73-17922-03","PCA,DBRD,400G,SCAPA,LC,SAURON","","",""
"73-9272-01","PCA,GALAXY2,ANAKIN-CR,SUPVR,C4K","C4500","UABU","ENGTG"
"73-17471-01","PCA, OTHER, BOM for Cisco Pattern Generator and Error detector (CPGED) system","","",""
"73-17470-01","PCA,OTHER, BOM for Cisco thermal forcing system (CTFS) Assembly","","",""
"73-17645-03","PCA,OTHER,Rudy,Fan-interface RB-HighPerf","","",""
"73-18253-01","PCA,Braavos,Mainboard,PB-FREE","","",""
"73-17614-01","PCA,MBRD,TNCE,OTDR,NCS2K,15454","","",""
"73-18257-01","PCA, PINE GROVE, PINOLE IOM, 8 SFP+","","",""
"73-15791-01","PCA,MBRD,NIM-4FXS/DID-4FXO, Operation Dynamo","ICV","SRGBU","ENGTG"
"73-2709-01E3","PCA,SUB,8MB SRAM U-MEZZANINE,VIP3","","",""
"73-9970-01","PCA,MBRDC2CR, BRAHMAPUTRA_K ,48PT,10/100/1000,RJ45","C6000","EBBU","ENGTG"
"73-16352-02","PCA,OTHER","PANSRG","SRGBU","ENGTG"
"73-15059-01","PCA,MDPLN,Midplane,PSU,NC-128,N6k","","",""
"73-1553-01","PCA,SUB,FSTORM MTHRBD,1E1B,S/T","","",""
"73-1552-01E1","PCA,SUB,FSTORM DTR,1B,U","","",""
"73-14613-02","PCA,DBRD,PAC-X 6"" Board","","",""
"73-15129-02","PCA,MBRD,SALINON-24U, UPOE","","",""
"73-15132-02","PCA,MBRD,SALINON-48U,UPOE","","",""
"73-15128-02","PCA,MBRD,SALINON-24P,POE","C3650","UABU","ENGTG"
"73-14611-02","PCA,DBRD,PAC-X 4"" Board","","",""
"73-8740-01","PCA,ADAPTOR,ICT,ADSMP","","",""
"73-16175-01","PCA,OTHER,OPTICAL PIC CARD, BATTLESTAR","","",""
"73-14711-01","PCA,DBRD,S2 DC,LOAD CARD,PANINI","","",""
"73-1817-01","PCA,SUB,MARS,PM,4A/S,EXP","WANLAN","SRGBU","ENGTG"
"73-1816-01","PCA,SUB,MARS,PM,4A/S,BASE","WANLAN","SRGBU","ENGTG"
"73-3866-01","PCA,SUB,PA,VX-2E1","","",""
"73-3650-01","PCA,96 LINE LIM BACKPLANE","","",""
"73-15830-01","PCA,DBRD,25G-SI,LC,PANINI","","",""
"73-2413-01E3","PCA,SUB,1000M,ETHER,BLADERUNNER","","",""
"73-100401-01","PCA, PCB, GM HGBT GAN LNCH AMP","RF38","CABU","SPVTG"
"73-15607-01","PCA,DBRD,RISER CARD, DOSX-12","N9300","INSBU","INSTG"
"73-15606-01","PCA,DBRD,RISER CARD, DOSX-6","","",""
"73-100549-01","PCA,EDB1G, HEVC RECEIVER DEBUG BOARD FOR LAB USE","","",""
"73-1843-02E2","PCA,SUB,VIP,PA-ATM-OC3-MM","7000CMN","SRGBU","ENGTG"
"73-4333-09","PCA,GALAXY 2,4PORT,L3 SWITCH,MARINA","C4000","UABU","ENGTG"
"73-8922-01","PCA,MBRD, MIRAGE NM MainBd, 23 FE + 1 GigE (10/100/1G) XSW","","",""
"73-10966-01","PCA,HOOKSWITCH,GOPED,PB-FREE","PHONE","UCEBU","UCTG"
"73-15081-01","PCA,DBRD,CLOVERDALE_TOP,DSP,ETNA,PB-FREE","MEDIAS","MXABU","CVTG"
"73-16510-01","PCA,MBRD,Canis DW Refresh","APP","SRGBU","ENGTG"
"73-2619-01E1","PCA,SUB,2FE-FX","","",""
"73-2710-01E3","PCA,SUB,16MB SRAM U-MEZZANINE,VIP3","","",""
"73-5895-02","PCA,POWER INJECTOR,SINGLE PORT","","",""
"73-7723-04","PCA,GALAXY2,VEO2 (IEEE),48-10/100 RJ45","","",""
"73-17314-01","DCSABU:N6K:NC48Q:BB:TU862HF","","",""
"73-17948-02","PCA,MBRD, TOR, TURIN, MOTHER BOARD","","",""
"73-2346-02","PCA,SUB,LM-E3-12","","",""
"73-10149-02","PCA,MBRD, MALABAR, 4PT, 10GE, C2CR","","",""
"73-8158-08","PCA,MANAGER SET TICR,MAIN BOARD","","",""
"73-15656-01","PCA,MBRD,CORTINA1,SELLANEVEA","N9300","INSBU","INSTG"
"73-9719-02","PCA,OTHER,SUB,ENHANCED CSC256,GSR12816","GSR","ERBU","CTG"
"73-15424-01","PCA,ESPRESSO_X 4X28 & 10X10 ACTIVE STRESSOR TEST MODULE","","",""
"73-15425-01","PCA,OTHER,SCHROEDINGER ZQSFP LB TEST MODULE","SFP10G","TMGBU","CTG"
"73-2269-01E1","PCA,SUB,PA-ATM-OC3MM-CES-E1BNC","","",""
"73-4120-02","PCA,SUB,ESPY_PROBE_CARD","","",""
"73-9695-03","PCA,OTHER, R2D3 SIP MODULE","","",""
"73-13138-02","PCA,MBRD,CONST2,EVEREST_RL, SUP4 BASEBOARD, Pb-Free","7600","ERBU","CTG"
"73-10180-01","PCA,3200,EFMARC,All-in-One,FO/FE","3200","IOTBU","ENGTG"
"73-3065-03","PCA,SUB,ANG,FIX,TX","","",""
"73-8300-01","PCA,NAM-CONN","","",""
"73-12113-01","Eureka","","",""
"73-16230-01","PCA,MBRD,Lafayette, MAIN","PHONCOL","UCEBU","UCTG"
"73-15638-04","PCA,DBRD,Power Distribution Board CARD for IMPERIAL","","",""
"73-18522-01","PCA,DBRD,KENSHO-IVB,FC,SHELOB","","",""
"73-15349-02","PCA,MBRD,2x100GE MPA, Slingshot","","",""
"73-3186-03E1","PCA,PCPA,C7200","","",""
"73-15445-01","PCA,DBRD,COMBO LOWQ 40G LINK CARD,PF","7600","ERBU","CTG"
"73-8786-01","PCA,UEIA-B,15454","","",""
"73-6830-02","PCA,2PT OC-3 ATM,SML,C7300,VEGA","","",""
"73-15785-01","PCA,OTHER,Windlass6, fan control, N7K, Apex","MDS9000","ECBU","CTG"
"73-6398-01","PCA,15454 HD OC3","15454","CORBU","CTG"
"73-3437-01","PCA,CONSTELLATION+,FABRIC 14 PORT CARD","","",""
"73-3302-01E3","PCA,SUB,1GIBC Ethernet","","",""
"73-12491-03","PCA,MBRD,Surge-24, I-temp, Pb-Free","CGS2500","IOTBU","ENGTG"
"73-12889-02","PCA,OTHER,BOXSTER, LED STATUS PCB","N7000","ECBU","CTG"
"73-14916-06","PCA,DBRD,CAT4K,Daughter board, CRAY,PB-FREE","","",""
"73-14915-08","PCA,MBRD,CAT4K,Margolis-10G,PB-FREE","","",""
"73-12157-03","PCA,OTHER,Wanaka,BNC_Panel","ICEVSHW","IOTCSSBU","IOTSWTG"
"73-6574-01","PCA,ABBOT,PBX-VOIP,LINE-TAP-CARD","","",""
"73-13400-01","PCA,NIC,VWIC3-1MFT-T1/E1, Argot","","",""
"73-17501-02","PCA,MBRD,VIKING, Shockwave FC2,PB-FREE","","",""
"73-1641-02E22","PCA,SUB,ISP2,96MB,L2020","","",""
"73-4613-01","PCA,I/O,MODULE,OC3","","",""
"73-4614-01","PCA,MOD,PWR,5VDC,15W-B","","",""
"73-16257-01","PCA,MBRD,Kunpeng CPU board","","",""
"73-15442-01","PCA,DBRD,Excalibur M40G,Earl7.5 DC,PF","","",""
"73-15444-01","PCA,DBRD,COMBO LOWQ 20G LINK CARD,PF","7600","ERBU","CTG"
"73-15443-01","PCA,MBRD,LowQ Phase II 40G Baseboard,PF","","",""
"73-15855-01","PCA,MBRD,Minivan-4T,VOLT","IE2000","IOTBU","ENGTG"
"73-9914-01","PCA,Cuisinart-Adapter,proto-board","","",""
"73-6363-02","PCA,4PT OC-3 ATM,SMI,C7300,VEGA","7304","SRGBU","ENGTG"
"73-8324-01","PCA,PASSIVE_OPT,15454","15454W","CORBU","CTG"
"73-2237-02E1","PCA,SUB,BFR Backplane","","",""
"73-6469-01","PCA,Einschub STRV Redundant 48V/80","","",""
"73-6454-01","PCA,Einschub OPTS L16/1546 LC","","",""
"73-17551-01","PCA,MBRD,S2 FABRIC,SCAPA MC","","",""
"73-17552-01","PCA,DBRD,S2 FABRIC,SCAPA MC","","",""
"73-14483-01","PCA,DBRD,N5K, O2-48, L3_DC Trident +","N5000","DCSABU","SAVTG"
"73-4592-04","PCA,VITO_SWITCH_ CARD","L3FIXED","EBBU","ENGTG"
"73-9342-03","PCA,ORION 1200B RADIO,802.11G,SiGe,ISL3865A,5.0V,US ONLY","3200","IOTBU","ENGTG"
"73-6640-03","PCA,LONG ISLAND MB,MANHATTAN","","",""
"73-16642-04","PCA,MBRD,SUP6T BASEBOARD","","",""
"73-1110-01","PCA,TOPASY,DUAL-ETHERNET,DOSXX","","",""
"73-4671-03","PCA,SUB,MANHATTAN,CNO,CAR","","",""
"73-101056-01","PCBA,DBRD,Power Card for SAS Mezz Base Board,Gongga Double Decker","","",""
"73-101055-01","PCBA,DBRD, BASE BOARD,SAS Mezz,Gongga Double Decker","","",""
"73-14607-07","PCA,MBRD,SFP+,2xPAT,LC,PANINI","","",""
"73-17565-01","PCA,MBRD,MCP,Speed Racer,Chim-Chim,Pb-Free","","",""
"73-17564-01","PCA,DBRD,MCP,Speed Racer,Spritle,Pb-Free","","",""
"73-17563-01","PCA,MBRD,MCP,Speed Racer,RacerX,Pb-Free","","",""
"73-8546-05","PCA,MBRD,GOLDENROD,ACCESS POINT,FIBER POWER INJECTOR,Pb-FREE","AIRCMN","WNBU","ENGTG"
"73-7363-02","PCA,ASY,MGX-T3E3-155","MGX","SMBU","MITG"
"73-4262-01","PCA,CONST,AQUILA_P,16P, GIG","","",""
"73-7965-01","PCA, BFG-DC DSP TC","","",""
"73-18188-01","PCA,STATUSBRD,TERMINATOR,LED","","",""
"73-13393-02","PCA,MBRD,Viking,Weapon-X, Sabertooth 8x10GE EP with SFP+","ASR9000","ERBU","CTG"
"73-16425-02","PCA,OTHER,PCA,OTHER,VULCAN,MCU MODULE","","",""
"73-16445-02","PCA,OTHER,PCA,OTHER,AURORA,802.15.4G 915MHZ WPAN MODULE","","",""
"73-16449-02","PCA,OTHER,PCA,OTHER,CYCLOPS,MCU MODULE","","",""
"73-1647-02","PCA,SUB,SYNERGY,ATM PMD,SM","","",""
"73-17424-01","PCA,N2K,MOORPARK-FEX","","",""
"73-17402-01","IL TEMPO CR1 OMAP","","",""
"73-15491-01","PCA,OTHER,BROAD INTERPOSER, PANINI","","",""
"73-15393-01","PCA,DBRD,Harper Lake V8 ANALOG BRD, PB-FREE","IE2000","IOTBU","ENGTG"
"73-16812-01","PCA,DBRD,UTC Controlled,Surge-SPIKE","IE3000","IOTBU","ENGTG"
"73-16811-01","PCA,MBRD,UTC Controlled,CAMARO ZETA PLUS MB,Pb-Free","IE2000","IOTBU","ENGTG"
"73-16810-01","PCA,MBRD,UTC Controlled,CAMARO ZETA CPU MB,Pb-Free","IE2000","IOTBU","ENGTG"
"73-16813-01","PCA,DBRD,UTC Controlled,Bolt2,I-temp,Pb-Free","IE3000","IOTBU","ENGTG"
"73-1934-01E1","PCA,SUB,SYNERGY,10BF,12P","","",""
"73-13542-01","PCA,MBRD,SITV4 TEST ONLY BOARD,PANINI (NOT FOR PRODUCTION)","","",""
"73-4294-03","PCA,CONSTELLATION CHILIS A","C6000","EBBU","ENGTG"
"73-1238-03","PCA,SUB,FERRARI,FDDI-8","C1400","EBBU","ENGTG"
"73-1255-01","PCA,SUB,8 PORT FDDI,WS1141","","",""
"73-6643-08","PCA,RX_RXT_FEC_10Gb","","",""
"73-1192-01","PCA,SUB,HIP-CRC-32","","",""
"73-1256-01","PCA,OEM,1E1T,FIJI","","",""
"73-1226-01","^ CA,SUB,XX BRI,BACKPLANE","CCSOTHR","ERBU","CTG"
"73-13541-01","PCA,NIC,MONTARA,LOM,SAN MATEO","","",""
"73-10510-02","PCA,MONSTER LOOP","","",""
"73-14391-01","PCA,BKPLN,BCKPLN6,GSR06 Pb-free","","",""
"73-9223-01","PCA,OTHER,CONST+ VTT SUPPLEMENTARY BOARD","","",""
"73-9765-01","C2CR,SUTLUJ_LITE,DB","C6000","EBBU","ENGTG"
"73-4136-02","PCA,SUB,AXSM2-TESTBOARD","","",""
"73-18428-01","PCA,12x12 BIG CRUNCH,BATTLESTAR,CABU","","",""
"73-9008-06","PCBA,MBRD,ADSL,BORAD_B,BORGHETTI","WANLAN","SRGBU","ENGTG"
"73-2749-01","PCA,SUB,4MB SRAM U-MEZZ-FLEX,VIP2-50","","",""
"73-2988-01E2","PCA,SUB,DMM","","",""
"73-9243-01","PCA, 15454-HD DS1 STREAKER CARD","","",""
"73-15953-06","PCA,OTHER,PIEDMONT, RIGHT, LED","","",""
"73-15352-06","PCA,OTHER,PIEDMONT,LEFT, LED","","",""
"73-4622-0151","PCA,INTERCONNECT,OC12/DS3,DC","","",""
"73-15476-04","PCA,MBRD,Mr. Incredibles CR 24POE+ With YETI-3","","",""
"73-219660-01","PCA,ASY,PCB BXM-155-C-01","","",""
"73-219570-01","PCA,ASY,PCB BXM-622B-01","","",""
"73-14469-01","PCA,DBRD,MCP CC 40G,Pb-free","","",""
"73-219520-03","PCA,ASY,PCB BXM-155-B-03","","",""
"73-219520-02","PCA,ASY,PCB BXM-155-B-02","","",""
"73-219520-00","PCA,ASY,PCB BXM-155-B-00","","",""
"73-15561-01","PCA,MBRD,,Test card,DENALI-B25, Fabric card","","",""
"73-18196-01","PCA,MBRD,FRETTA,FANTRAY,HEAVENLY-16","","",""
