"BOKFØRINGSDATO";"RENTEDATO";"ARKIVREFERANSE";"TYPE";"TEKST";"UT FRA KONTO";"INN PÅ KONTO";
"2013-01-28";"2013-01-28";"17017143424";"Varekjøp";"26.01 STATOIL SMESTAD VIGGO HANSTE OSLO";65.00;;
"2013-01-28";"2013-01-28";"17017403834";"Varekjøp";"25.01 MENY CC VEST LILLEAKERVN  OSLO";320.00;;
"2013-01-28";"2013-01-28";"17017129876";"Varekjøp";"26.01 SHELL 7-ELEVEN  ULLERNCHAUSS OSLO";601.13;;
"2013-01-28";"2013-01-28";"17017759183";"Varekjøp";"27.01 7102 DUTY FREE  HOVEDPORTEN  GARDERMOEN";136.00;;
"2013-01-28";"2013-01-28";"17017838797";"Varekjøp";"26.01 FAMENCO PIZZA J JARVEIEN 1 JAR";219.00;;
"2013-01-28";"2013-01-28";"17017378507";"Varekjøp";"26.01 SMOOTHIE XCHANG KARENLYST AL OSLO";269.00;;
"2013-01-28";"2013-01-28";"17017429812";"Varekjøp";"25.01 BYGDØY SUSHI BYGDØY ALLE  OSLO";295.00;;
"2013-01-28";"2013-01-28";"17017374188";"Varekjøp";"26.01 FOTOKNUDSEN SAN BRODTKORPSGT SANDVIKA";100.00;;
"2013-01-28";"2013-01-28";"17017782273";"Varekjøp";"27.01 ARK OSL UTLAND  OSLO LUFTHAV GARDERMOEN";149.00;;
"2013-01-25";"2013-01-25";"91523262";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10700.00;;
"2013-01-25";"2013-01-25";"50975004448";"Lønn";"Lonn fra CISCO SYSTEMS NORWAY AS";;36389.63;
"2013-01-25";"2013-01-25";"50001685147";"Visa";"*9469 21.01 SEK 499.00 PREEM Kurs: 0.8755";436.87;;
"2013-01-25";"2013-01-25";"91523277";"Overføring";"OVERFØRING MELLOM EGNE KONTI";10000.00;;
"2013-01-25";"2013-01-25";"17017363288";"Varekjøp";"25.01 SAXEN RØA VÆKERØV 205  OSLO";280.00;;
"2013-01-24";"2013-01-24";"17017754865";"Varekjøp";"24.01 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";58.00;;
"2013-01-24";"2013-01-24";"50001685147";"Visa";"*9469 19.01 SEK 41.00 OKQ8 Kurs: 0.8768";35.95;;
"2013-01-24";"2013-01-24";"17017946123";"Varekjøp";"23.01 MENY CC VEST LILLEAKERVN  OSLO";488.24;;
"2013-01-24";"2013-01-24";"50001685147";"Visa";"*9469 20.01 SEK 276.70 COOP KONSUM KIRSEBERG Kurs: 0.8767";242.57;;
"2013-01-23";"2013-01-23";"17017167492";"Varekjøp";"23.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-22";"2013-01-22";"17017228899";"Varekjøp";"22.01 STATOIL SKØYEN  DRAMMENSVEIE OSLO";299.00;;
"2013-01-22";"2013-01-22";"17017520628";"Varekjøp";"22.01 CISCO CATERING  PHILIP PERDE LYSAKER";25.00;;
"2013-01-22";"2013-01-22";"50001685147";"Visa";"*9469 19.01 SEK 448.00 680 DRESSMANN GOETEBORG Kurs: 0.8755";392.21;;
"2013-01-22";"2013-01-22";"50001685147";"Visa";"*9469 19.01 SEK 60.00 BA 1101 GOTEBORGS KOMMUN Kurs: 0.8753";52.52;;
"2013-01-22";"2013-01-22";"50001685147";"Visa";"*9469 20.01 SEK 202.00 LEVIS STORE L70 Kurs: 0.8755";176.84;;
"2013-01-22";"2013-01-22";"50001685147";"Visa";"*9469 19.01 SEK 60.00 BA 1101 GOTEBORGS KOMMUN Kurs: 0.8753";52.52;;
"2013-01-22";"2013-01-22";"50001685147";"Visa";"*9469 19.01 SEK 76.00 DA MATTEO I VIKTORIA Kurs: 0.8754";66.53;;
"2013-01-22";"2013-01-22";"50001685147";"Visa";"*9469 19.01 SEK 76.00 DA MATTEO I VIKTORIA Kurs: 0.8754";66.53;;
"2013-01-22";"2013-01-22";"50001685147";"Visa";"*9469 18.01 SEK 85.50 BA 1101 GOTEBORGS KOMMUN Kurs: 0.8754";74.85;;
"2013-01-18";"2013-01-18";"17017168959";"Varekjøp";"18.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-18";"2013-01-18";"17017204630";"Varekjøp";"18.01 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";97.00;;
"2013-01-18";"2013-01-18";"17017540851";"Varekjøp";"17.01 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";117.50;;
"2013-01-17";"2013-01-17";"17017604667";"Varekjøp";"17.01 667 ULTRA BRODKORBSGT. SANDVIKA";48.40;;
"2013-01-17";"2013-01-17";"17017305259";"Varekjøp";"17.01 STOCKFLETH3 SAN BRODTKORBSGT SANDVIKA";32.00;;
"2013-01-17";"2013-01-17";"17017515388";"Varekjøp";"17.01 SPRELL SANDVIKA BRODTKORBSGT SANDVIKA";109.00;;
"2013-01-17";"2013-01-17";"50968079152";"Giro";"Nettgiro fra: Hildegunn Mjelde Betalt: 17.01.13";;4656.00;
"2013-01-17";"2013-01-17";"91522743";"Overføring";"OVERFØRING MELLOM EGNE KONTI";4656.00;;
"2013-01-17";"2013-01-17";"17017122593";"Varekjøp";"17.01 BAGEL & JUICE EUGENIESGT.  OSLO";138.00;;
"2013-01-16";"2013-01-16";"50001685147";"Visa";"*9469 14.01 NOK 47.00 EUROPARK ONLINE Kurs: 1.0000";47.00;;
"2013-01-16";"2013-01-16";"17017450141";"Varekjøp";"15.01 MENY CC VEST LILLEAKERVN  OSLO";315.97;;
"2013-01-16";"2013-01-16";"17017059762";"Varekjøp";"16.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-16";"2013-01-16";"17017012722";"Varekjøp";"16.01 SHELL 7-11 7592  ULLERN OSLO";874.38;;
"2013-01-15";"2013-01-15";"17017363034";"Varekjøp";"14.01 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";183.20;;
"2013-01-15";"2013-01-15";"17017885790";"Varekjøp";"15.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-15";"2013-01-15";"17017325068";"Varekjøp";"14.01 UNITED BAKERIES LILLEAKERVN. OSLO";113.00;;
"2013-01-14";"2013-01-14";"17017715599";"Varekjøp";"13.01 STRAND BUTIKK STRANDALLEN  STABEKK";336.00;;
"2013-01-14";"2013-01-14";"17017992884";"Varekjøp";"13.01 JOKER LYSAKER DRAMMENSVN.  LYSAKER";74.80;;
"2013-01-14";"2013-01-14";"17017480695";"Varekjøp";"12.01 ÅPENT BAKERI AS DAMPPLASSEN  OSLO";97.00;;
"2013-01-14";"2013-01-14";"17017387267";"Varekjøp";"12.01 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";412.65;;
"2013-01-14";"2013-01-14";"17017211205";"Varekjøp";"12.01 SMOOTHIE XCHANG KARENLYST AL OSLO";198.00;;
"2013-01-14";"2013-01-14";"17017109607";"Varekjøp";"14.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-14";"2013-01-14";"17017100761";"Varekjøp";"13.01 STATOIL SKØYEN  DRAMMENSVEIE OSLO";299.00;;
"2013-01-14";"2013-01-14";"17017402688";"Varekjøp";"12.01 TRATTORIA POPUL TRONDHEIMSVE OSLO";230.00;;
"2013-01-11";"2013-01-11";"17017683260";"Varekjøp";"10.01 MENY CC VEST LILLEAKERVN  OSLO";351.80;;
"2013-01-11";"2013-01-11";"17017733375";"Varekjøp";"11.01 SAXEN RØA VÆKERØV 205  OSLO";525.00;;
"2013-01-11";"2013-01-11";"17017637252";"Varekjøp";"11.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-10";"2013-01-10";"17017130677";"Varekjøp";"09.01 VÆKERØ CAFE DRAMMENSVN.  OSLO";74.00;;
"2013-01-10";"2013-01-10";"17017923035";"Varekjøp";"10.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-10";"2013-01-10";"17017787032";"Varekjøp";"09.01 MENY CC VEST LILLEAKERVN  OSLO";421.40;;
"2013-01-09";"2013-01-09";"50001685147";"Visa";"*9469 07.01 USD 0.42 GOOGLE *Services Kurs: 5.7143";2.40;;
"2013-01-09";"2013-01-09";"17017542100";"Varekjøp";"08.01 7 - ELEVEN 7043 ULLERN ALLE  OSLO";31.00;;
"2013-01-09";"2013-01-09";"17017953197";"Varekjøp";"09.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-08";"2013-01-08";"17017142174";"Varekjøp";"08.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-08";"2013-01-08";"17017802048";"Varekjøp";"07.01 GRØNN AS LILLEAKERVN  OSLO";55.00;;
"2013-01-07";"2013-01-07";"17017024598";"Varekjøp";"05.01 REMA VÆKERØVEIE VÆKERØDVN 11 OSLO";472.65;;
"2013-01-07";"2013-01-07";"17017528428";"Varekjøp";"06.01 7 - ELEVEN 7043 ULLERN ALLE  OSLO";50.00;;
"2013-01-07";"2013-01-07";"17017924145";"Varekjøp";"06.01 STRAND BUTIKK STRANDALLEN  STABEKK";212.00;;
"2013-01-07";"2013-01-07";"50001685147";"Visa";"*9469 03.01 USD 7.25 Amazon Web Services Kurs: 5.6731";41.13;;
"2013-01-07";"2013-01-07";"17017276954";"Varekjøp";"07.01 CISCO CATERING  PHILIP PERDE LYSAKER";45.00;;
"2013-01-07";"2013-01-05";"91360489";"Overføring";"TIL KREDITTKORTKONTO";16.00;;
"2013-01-03";"2013-01-03";"17017072150";"Varekjøp";"02.01 FAMENCO PIZZA J JARVEIEN 1 JAR";219.00;;
"2013-01-03";"2013-01-03";"50001685147";"Visa";"*9469 29.12 NOK 12.00 STORO STORSENTER Kurs: 1.0000";12.00;;
"2013-01-02";"2013-01-02";"50001685147";"Visa";"*9469 28.12 NOK 99.00 SPOTIFY PREMIUM X 1 Kurs: 1.0000";99.00;;

;;;;"INNGÅENDE SALDO 01.01.2013";;9268.05
